GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),SEVERITY (CODE),SEVERITY (DISPLAY),SEVERITY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,COG,Congo,,,,,TOTAL,Total,,44.2 [41.1-46.6],44.20000,41.10000,46.60000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,COG,Congo,,,,,TOTAL,Total,,586 [493-679],586.00000,493.00000,679.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,COG,Congo,,,,,TOTAL,Total,,590 [492-689],590.00000,492.00000,689.00000,,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,COG,Congo,,,,,TOTAL,Total,,528 [441-611],528.00000,441.00000,611.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,COG,Congo,,,,,TOTAL,Total,,469 [389-542],469.00000,389.00000,542.00000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,COG,Congo,,,,,TOTAL,Total,,486 [428-536],486.00000,428.00000,536.00000,,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,COG,Congo,,,,,TOTAL,Total,,53.8 [50.5-56.5],53.80000,50.50000,56.50000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,COG,Congo,,,,,TOTAL,Total,,497 [416-565],497.00000,416.00000,565.00000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,COG,Congo,,,,,TOTAL,Total,,401 [359-432],401.00000,359.00000,432.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,COG,Congo,,,,,TOTAL,Total,,497 [422-568],497.00000,422.00000,568.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,COG,Congo,,,,,TOTAL,Total,,566 [485-645],566.00000,485.00000,645.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,COG,Congo,,,,,TOTAL,Total,,605 [477-740],605.00000,477.00000,740.00000,,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,COG,Congo,,,,,TOTAL,Total,,423 [344-497],423.00000,344.00000,497.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,COG,Congo,,,,,TOTAL,Total,,525 [452-596],525.00000,452.00000,596.00000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,COG,Congo,,,,,TOTAL,Total,,491 [429-545],491.00000,429.00000,545.00000,,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,COG,Congo,,,,,TOTAL,Total,,50.3 [47.5-52.8],50.30000,47.50000,52.80000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,COG,Congo,,,,,TOTAL,Total,,380 [335-412],380.00000,335.00000,412.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2017,2017,,AFR,2017,2017,Africa,,COG,Congo,,,,,TOTAL,Total,,613 [469-766],613.00000,469.00000,766.00000,,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,COG,Congo,,,,,TOTAL,Total,,550 [426-683],550.00000,426.00000,683.00000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2017,2017,,AFR,2017,2017,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.4 [0.5-3.1],1.40000,0.50000,3.10000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,COG,Congo,,,,,SEVERE,Severe,,3.2 [2.1-4.4],3.20000,2.10000,4.40000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.8 [0.9-2.9],1.80000,0.90000,2.90000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,COG,Congo,,,,,SEVERE,Severe,,3.3 [2.1-4.5],3.30000,2.10000,4.50000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,COG,Congo,,,,,SEVERE,Severe,,2.8 [1.5-4.4],2.80000,1.50000,4.40000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2018,2018,,AFR,2018,2018,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.6 [0.6-2.9],1.60000,0.60000,2.90000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.6 [0.9-2.6],1.60000,0.90000,2.60000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,COG,Congo,,,,,SEVERE,Severe,,2.0 [1.2-2.9],2.00000,1.20000,2.90000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.4 [0.9-2.2],1.40000,0.90000,2.20000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,COG,Congo,,,,,SEVERE,Severe,,3.5 [2.0-5.5],3.50000,2.00000,5.50000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2017,2017,,AFR,2017,2017,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.6 [0.7-2.8],1.60000,0.70000,2.80000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.9 [1.0-3.0],1.90000,1.00000,3.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.3 [0.8-2.1],1.30000,0.80000,2.10000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,COG,Congo,,,,,SEVERE,Severe,,3.3 [2.1-4.6],3.30000,2.10000,4.60000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2018,2018,,AFR,2018,2018,Africa,,COG,Congo,,,,,SEVERE,Severe,,0.9 [0.3-1.8],0.90000,0.30000,1.80000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.5 [0.9-2.5],1.50000,0.90000,2.50000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,COG,Congo,,,,,SEVERE,Severe,,0.8 [0.3-1.8],0.80000,0.30000,1.80000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.1 [0.6-1.8],1.10000,0.60000,1.80000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,COG,Congo,,,,,SEVERE,Severe,,2.2 [1.2-3.7],2.20000,1.20000,3.70000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,COG,Congo,,,,,SEVERE,Severe,,2.0 [1.1-3.1],2.00000,1.10000,3.10000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,COG,Congo,,,,,SEVERE,Severe,,2.0 [1.1-3.1],2.00000,1.10000,3.10000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,COG,Congo,,,,,SEVERE,Severe,,0.8 [0.3-1.9],0.80000,0.30000,1.90000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,COG,Congo,,,,,SEVERE,Severe,,2.2 [1.2-3.5],2.20000,1.20000,3.50000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.6 [0.9-2.8],1.60000,0.90000,2.80000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.7 [0.8-2.9],1.70000,0.80000,2.90000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.4 [0.8-2.2],1.40000,0.80000,2.20000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,COG,Congo,,,,,SEVERE,Severe,,2.6 [1.6-3.7],2.60000,1.60000,3.70000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.1 [0.6-1.8],1.10000,0.60000,1.80000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,COG,Congo,,,,,SEVERE,Severe,,2.7 [1.7-3.8],2.70000,1.70000,3.80000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.6 [1.0-2.5],1.60000,1.00000,2.50000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.9 [1.1-2.9],1.90000,1.10000,2.90000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,COG,Congo,,,,,SEVERE,Severe,,4.0 [2.2-6.2],4.00000,2.20000,6.20000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,COG,Congo,,,,,SEVERE,Severe,,2.4 [1.4-3.9],2.40000,1.40000,3.90000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.5 [0.9-2.4],1.50000,0.90000,2.40000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.6 [0.9-2.5],1.60000,0.90000,2.50000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.7 [1.0-2.7],1.70000,1.00000,2.70000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.5 [0.7-2.7],1.50000,0.70000,2.70000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.8 [1.0-2.8],1.80000,1.00000,2.80000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.3 [0.8-2.1],1.30000,0.80000,2.10000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,COG,Congo,,,,,SEVERE,Severe,,2.1 [1.0-3.6],2.10000,1.00000,3.60000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2017,2017,,AFR,2017,2017,Africa,,COG,Congo,,,,,SEVERE,Severe,,0.8 [0.4-1.7],0.80000,0.40000,1.70000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2018,2018,,AFR,2018,2018,Africa,,COG,Congo,,,,,SEVERE,Severe,,0.8 [0.3-1.7],0.80000,0.30000,1.70000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.0 [0.5-1.7],1.00000,0.50000,1.70000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,COG,Congo,,,,,SEVERE,Severe,,0.9 [0.5-1.7],0.90000,0.50000,1.70000,,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,COG,Congo,,,,,SEVERE,Severe,,2.0 [1.0-3.4],2.00000,1.00000,3.40000,,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,COG,Congo,,,,,SEVERE,Severe,,4.7 [2.3-7.7],4.70000,2.30000,7.70000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,COG,Congo,,,,,SEVERE,Severe,,2.3 [1.4-3.4],2.30000,1.40000,3.40000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,COG,Congo,,,,,SEVERE,Severe,,1.5 [0.5-2.9],1.50000,0.50000,2.90000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,COG,Congo,,,,,SEVERE,Severe,,2.9 [1.8-4.0],2.90000,1.80000,4.00000,,,
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,COG,Congo,,,,,SEVERE,Severe,,2.2 [1.2-3.2],2.20000,1.20000,3.20000,,,
